Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
20.0	44.0	1.32	131	8.80
19.2	44.0	1.26	132	8.80
20.0	44.0	1.32	132	8.81
19.2	44.1	1.26	132	8.82
20.0	44.1	1.32	132	8.82
20.0	44.1	1.32	132	8.83
19.2	44.2	1.26	132	8.84
19.2	44.2	1.26	132	8.84
19.8	44.2	1.30	132	8.85
20.0	44.2	1.32	132	8.85
20.0	44.3	1.32	132	8.86
20.0	44.3	1.32	132	8.87
19.2	44.3	1.26	133	8.87
19.2	44.4	1.26	133	8.88
20.0	44.4	1.32	133	8.88
19.3	44.4	1.27	133	8.89
20.0	44.5	1.32	133	8.90
19.2	44.5	1.26	133	8.90
20.0	44.5	1.32	133	8.91
20.0	44.6	1.32	133	8.92
20.0	44.6	1.32	133	8.92
20.0	44.6	1.32	133	8.93
20.0	44.6	1.32	133	8.93
20.0	44.7	1.32	134	8.94
20.0	44.7	1.32	134	8.95
20.0	44.7	1.32	134	8.95
20.0	44.8	1.32	134	8.96
20.0	44.8	1.32	134	8.97
20.0	44.8	1.32	134	8.97
20.0	44.9	1.32	134	8.98
20.0	44.9	1.32	134	8.98
20.0	44.9	1.32	134	8.99
20.0	45.0	1.32	134	9.00
20.0	45.0	1.32	134	9.00
20.0	45.0	1.32	135	9.01
20.0	45.0	1.32	135	9.01
20.0	45.1	1.32	135	9.02
20.0	45.1	1.32	135	9.03
20.0	45.1	1.32	135	9.03
20.0	45.2	1.32	135	9.04
20.0	45.2	1.32	135	9.05
20.0	45.2	1.32	135	9.05
20.0	45.3	1.32	135	9.06
20.0	45.3	1.32	135	9.06
20.7	45.3	1.36	136	9.07
20.7	45.4	1.36	136	9.08
20.0	45.4	1.32	136	9.08
20.0	45.4	1.32	136	9.09
20.0	45.4	1.32	136	9.09
20.0	45.5	1.32	136	9.10
19.2	45.5	1.26	136	9.11
19.2	45.5	1.26	136	9.11
19.2	45.6	1.26	136	9.12
20.0	45.6	1.32	136	9.13
19.2	45.6	1.26	136	9.13
20.0	45.7	1.32	137	9.14
20.0	45.7	1.32	137	9.14
20.0	45.7	1.32	137	9.15
20.0	45.8	1.32	137	9.16
20.0	45.8	1.32	137	9.16
20.0	45.8	1.32	137	9.17
20.0	45.9	1.32	137	9.17
20.0	45.9	1.32	137	9.18
20.0	45.9	1.32	137	9.19
20.0	45.9	1.32	137	9.19
20.0	46.0	1.32	137	9.20
20.0	46.0	1.32	138	9.21
20.8	46.0	1.37	138	9.21
20.0	46.1	1.32	138	9.22
20.0	46.1	1.32	138	9.22
20.0	46.1	1.32	138	9.23
20.0	46.2	1.32	138	9.24
20.0	46.2	1.32	138	9.24
20.0	46.2	1.32	138	9.25
20.0	46.3	1.32	138	9.25
20.0	46.3	1.32	138	9.26
20.0	46.3	1.32	138	9.27
20.0	46.3	1.32	139	9.27
20.8	46.4	1.37	139	9.28
20.0	46.4	1.32	139	9.29
20.0	46.4	1.32	139	9.29
20.8	46.5	1.37	139	9.30
20.8	46.5	1.37	139	9.30
20.8	46.5	1.37	139	9.31
20.8	46.6	1.37	139	9.32
20.0	46.6	1.32	139	9.32
20.8	46.6	1.37	139	9.33
20.8	46.7	1.37	139	9.33
20.4	46.7	1.34	140	9.34
20.0	46.7	1.32	140	9.35
20.0	46.7	1.32	140	9.35
20.4	46.8	1.35	140	9.36
20.8	46.8	1.37	140	9.37
20.8	46.8	1.37	140	9.37
20.8	46.9	1.37	140	9.38
20.8	46.9	1.37	140	9.38
20.8	46.9	1.37	140	9.39
20.8	47.0	1.37	140	9.40
20.8	47.0	1.37	140	9.40
20.8	47.0	1.37	141	9.41
20.8	47.1	1.37	141	9.41
20.8	47.1	1.37	141	9.42
20.8	47.1	1.37	141	9.43
20.8	47.1	1.37	141	9.43
20.8	47.2	1.37	141	9.44
20.8	47.2	1.37	141	9.45
20.8	47.2	1.37	141	9.45
20.8	47.3	1.37	141	9.46
20.8	47.3	1.37	141	9.46
20.0	47.3	1.32	141	9.47
20.8	47.4	1.37	142	9.48
20.8	47.4	1.37	142	9.48
20.8	47.4	1.37	142	9.49
20.8	47.5	1.37	142	9.49
20.8	47.5	1.37	142	9.50
20.8	47.5	1.37	142	9.51
20.8	47.5	1.37	142	9.51
20.8	47.6	1.37	142	9.52
20.8	47.6	1.37	142	9.53
20.8	47.6	1.37	142	9.53
20.8	47.7	1.37	143	9.54
20.8	47.7	1.37	143	9.54
20.8	47.7	1.37	143	9.55
20.8	47.8	1.37	143	9.56
20.8	47.8	1.37	143	9.56
20.8	47.8	1.37	143	9.57
20.8	47.9	1.37	143	9.57
20.8	47.9	1.37	143	9.58
20.8	47.9	1.37	143	9.59
20.8	47.9	1.37	143	9.59
20.8	48.0	1.37	143	9.60
20.8	48.0	1.37	144	9.61
20.8	48.0	1.37	144	9.61
20.8	48.1	1.37	144	9.62
20.8	48.1	1.37	144	9.62
20.8	48.1	1.37	144	9.63
20.8	48.2	1.37	144	9.64
20.8	48.2	1.37	144	9.64
20.8	48.2	1.37	144	9.65
20.8	48.3	1.37	144	9.65
20.8	48.3	1.37	144	9.66
20.8	48.3	1.37	144	9.67
20.8	48.3	1.37	145	9.67
21.7	48.4	1.43	145	9.68
20.8	48.4	1.37	145	9.69
20.8	48.4	1.37	145	9.69
20.8	48.5	1.37	145	9.70
21.7	48.5	1.43	145	9.70
20.8	48.5	1.37	145	9.71
21.7	48.6	1.43	145	9.72
21.7	48.6	1.43	145	9.72
20.9	48.6	1.37	145	9.73
20.8	48.7	1.37	145	9.73
21.7	48.7	1.43	146	9.74
20.8	48.7	1.37	146	9.75
20.8	48.7	1.37	146	9.75
21.7	48.8	1.43	146	9.76
21.7	48.8	1.43	146	9.77
20.8	48.8	1.37	146	9.77
21.7	48.9	1.43	146	9.78
21.7	48.9	1.43	146	9.78
20.8	48.9	1.37	146	9.79
21.7	49.0	1.43	146	9.80
21.7	49.0	1.43	146	9.80
21.7	49.0	1.43	147	9.81
21.7	49.1	1.43	147	9.81
21.7	49.1	1.43	147	9.82
21.7	49.1	1.43	147	9.83
21.7	49.1	1.43	147	9.83
21.7	49.2	1.43	147	9.84
21.7	49.2	1.43	147	9.85
21.7	49.2	1.43	147	9.85
21.7	49.3	1.43	147	9.86
21.7	49.3	1.43	147	9.86
21.7	49.3	1.43	147	9.87
21.7	49.4	1.43	148	9.88
21.7	49.4	1.43	148	9.88
21.7	49.4	1.43	148	9.89
21.7	49.5	1.43	148	9.90
21.7	49.5	1.43	148	9.90
21.7	49.5	1.43	148	9.91
21.7	49.5	1.43	148	9.91
21.7	49.6	1.43	148	9.92
21.7	49.6	1.43	148	9.93
21.7	49.6	1.43	148	9.93
21.7	49.7	1.43	148	9.94
21.7	49.7	1.43	149	9.94
21.7	49.7	1.43	149	9.95
21.7	49.8	1.43	149	9.96
21.7	49.8	1.43	149	9.96
21.7	49.8	1.43	149	9.97
21.7	49.9	1.43	149	9.98
21.7	49.9	1.43	149	9.98
21.7	49.9	1.43	149	9.99
22.1	49.9	1.46	149	9.99
21.7	50.0	1.43	149	10.0
21.7	50.0	1.43	149	10.0
21.7	50.0	1.43	150	10.0
21.7	50.1	1.43	150	10.0
21.7	50.1	1.43	150	10.0
21.7	50.1	1.43	150	10.0
21.7	50.2	1.43	150	10.0
21.7	50.2	1.43	150	10.0
21.7	50.2	1.43	150	10.0
22.1	50.3	1.45	150	10.1
21.7	50.3	1.43	150	10.1
21.7	50.3	1.43	150	10.1
21.7	50.3	1.43	151	10.1
21.7	50.4	1.43	151	10.1
22.5	50.4	1.48	151	10.1
21.7	50.4	1.43	151	10.1
21.7	50.5	1.43	151	10.1
21.7	50.5	1.43	151	10.1
21.7	50.5	1.43	151	10.1
21.7	50.6	1.43	151	10.1
21.7	50.6	1.43	151	10.1
21.7	50.6	1.43	151	10.1
21.7	50.7	1.43	151	10.1
21.7	50.7	1.43	152	10.1
21.7	50.7	1.43	152	10.1
21.7	50.7	1.43	152	10.2
21.7	50.8	1.43	152	10.2
21.7	50.8	1.43	152	10.2
22.0	50.8	1.45	152	10.2
21.7	50.9	1.43	152	10.2
21.7	50.9	1.43	152	10.2
21.7	50.9	1.43	152	10.2
21.7	51.0	1.43	152	10.2
21.7	51.0	1.43	152	10.2
21.7	51.0	1.43	153	10.2
21.7	51.1	1.43	153	10.2
21.7	51.1	1.43	153	10.2
22.3	51.1	1.47	153	10.2
21.7	51.1	1.43	153	10.2
21.7	51.2	1.43	153	10.2
21.7	51.2	1.43	153	10.2
22.1	51.2	1.45	153	10.3
21.7	51.3	1.43	153	10.3
22.5	51.3	1.48	153	10.3
22.5	51.3	1.48	153	10.3
22.5	51.4	1.48	154	10.3
21.7	51.4	1.43	154	10.3
22.5	51.4	1.48	154	10.3
22.2	51.5	1.46	154	10.3
22.5	51.5	1.48	154	10.3
22.3	51.5	1.47	154	10.3
22.5	51.5	1.48	154	10.3
22.5	51.6	1.48	154	10.3
21.7	51.6	1.43	154	10.3
22.5	51.6	1.48	154	10.3
22.5	51.7	1.48	154	10.3
22.5	51.7	1.48	155	10.3
22.5	51.7	1.48	155	10.4
22.5	51.8	1.48	155	10.4
22.5	51.8	1.48	155	10.4
22.5	51.8	1.48	155	10.4
22.5	51.9	1.48	155	10.4
22.5	51.9	1.48	155	10.4
22.5	51.9	1.48	155	10.4
22.5	51.9	1.48	155	10.4
22.5	52.0	1.48	155	10.4
22.5	52.0	1.48	155	10.4
22.5	52.0	1.48	156	10.4
22.5	52.1	1.48	156	10.4
22.5	52.1	1.48	156	10.4
22.5	52.1	1.48	156	10.4
22.5	52.2	1.48	156	10.4
22.5	52.2	1.48	156	10.4
22.5	52.2	1.48	156	10.4
22.5	52.3	1.48	156	10.5
22.5	52.3	1.48	156	10.5
22.5	52.3	1.48	156	10.5
22.5	52.3	1.48	156	10.5
22.5	52.4	1.48	157	10.5
22.5	52.4	1.48	157	10.5
22.5	52.4	1.48	157	10.5
22.5	52.5	1.48	157	10.5
22.5	52.5	1.48	157	10.5
22.5	52.5	1.48	157	10.5
22.5	52.6	1.48	157	10.5
22.5	52.6	1.48	157	10.5
22.5	52.6	1.48	157	10.5
22.5	52.7	1.48	157	10.5
22.5	52.7	1.48	158	10.5
22.5	52.7	1.48	158	10.5
22.5	52.7	1.48	158	10.6
22.5	52.8	1.48	158	10.6
22.5	52.8	1.48	158	10.6
22.5	52.8	1.48	158	10.6
22.5	52.9	1.48	158	10.6
22.5	52.9	1.48	158	10.6
22.5	52.9	1.48	158	10.6
22.5	53.0	1.48	158	10.6
22.5	53.0	1.48	158	10.6
22.5	53.0	1.48	159	10.6
22.5	53.1	1.48	159	10.6
22.5	53.1	1.48	159	10.6
22.5	53.1	1.48	159	10.6
22.5	53.1	1.48	159	10.6
22.5	53.2	1.48	159	10.6
22.5	53.2	1.48	159	10.6
22.5	53.2	1.48	159	10.7
22.5	53.3	1.48	159	10.7
23.3	53.3	1.53	159	10.7
23.3	53.3	1.53	159	10.7
22.5	53.4	1.48	160	10.7
22.5	53.4	1.48	160	10.7
22.5	53.4	1.48	160	10.7
23.3	53.5	1.53	160	10.7
23.3	53.5	1.53	160	10.7
22.5	53.5	1.48	160	10.7
22.5	53.5	1.48	160	10.7
22.5	53.6	1.48	160	10.7
22.5	53.6	1.48	160	10.7
22.5	53.6	1.48	160	10.7
22.5	53.7	1.48	160	10.7
22.5	53.7	1.48	161	10.7
22.5	53.7	1.48	161	10.8
23.3	53.8	1.53	161	10.8
23.3	53.8	1.53	161	10.8
23.3	53.8	1.53	161	10.8
22.5	53.9	1.48	161	10.8
23.3	53.9	1.53	161	10.8
23.3	53.9	1.53	161	10.8
23.3	54.0	1.53	161	10.8
23.3	54.0	1.53	161	10.8
23.3	54.0	1.53	161	10.8
23.3	54.0	1.53	162	10.8
23.3	54.1	1.53	162	10.8
23.3	54.1	1.53	162	10.8
23.3	54.1	1.53	162	10.8
23.3	54.2	1.53	162	10.8
22.5	54.2	1.48	162	10.8
22.5	54.2	1.48	162	10.8
23.3	54.3	1.53	162	10.9
22.5	54.3	1.48	162	10.9
23.3	54.3	1.53	162	10.9
23.3	54.4	1.53	162	10.9
23.3	54.4	1.53	163	10.9
23.3	54.4	1.53	163	10.9
23.3	54.4	1.53	163	10.9
23.3	54.5	1.53	163	10.9
23.3	54.5	1.53	163	10.9
23.3	54.5	1.53	163	10.9
23.3	54.6	1.53	163	10.9
23.3	54.6	1.53	163	10.9
23.3	54.6	1.53	163	10.9
23.3	54.7	1.53	163	10.9
23.3	54.7	1.53	163	10.9
23.3	54.7	1.53	164	10.9
23.3	54.8	1.53	164	11.0
23.3	54.8	1.53	164	11.0
23.3	54.8	1.53	164	11.0
23.3	54.8	1.53	164	11.0
23.3	54.9	1.53	164	11.0
23.3	54.9	1.53	164	11.0
23.3	54.9	1.53	164	11.0
23.3	55.0	1.53	164	11.0
23.3	55.0	1.53	164	11.0
23.3	55.0	1.53	165	11.0
23.3	55.1	1.53	165	11.0
23.3	55.1	1.53	165	11.0
23.3	55.1	1.53	165	11.0
23.3	55.2	1.53	165	11.0
23.3	55.2	1.53	165	11.0
23.3	55.2	1.53	165	11.0
23.3	55.2	1.53	165	11.1
23.3	55.3	1.53	165	11.1
23.3	55.3	1.53	165	11.1
23.3	55.3	1.53	165	11.1
23.3	55.4	1.53	166	11.1
23.3	55.4	1.53	166	11.1
23.3	55.4	1.53	166	11.1
23.3	55.5	1.53	166	11.1
23.3	55.5	1.53	166	11.1
23.3	55.5	1.53	166	11.1
23.3	55.6	1.53	166	11.1
23.3	55.6	1.53	166	11.1
23.3	55.6	1.53	166	11.1
23.3	55.6	1.53	166	11.1
24.0	55.7	1.58	166	11.1
23.3	55.7	1.53	167	11.1
23.3	55.7	1.53	167	11.2
23.3	55.8	1.53	167	11.2
23.3	55.8	1.53	167	11.2
23.3	55.8	1.53	167	11.2
24.2	55.9	1.59	167	11.2
24.2	55.9	1.59	167	11.2
23.3	55.9	1.53	167	11.2
23.3	56.0	1.53	167	11.2
23.3	56.0	1.53	167	11.2
24.2	56.0	1.59	167	11.2
23.3	56.0	1.53	168	11.2
24.2	56.1	1.59	168	11.2
23.3	56.1	1.53	168	11.2
24.2	56.1	1.59	168	11.2
23.3	56.2	1.53	168	11.2
24.2	56.2	1.59	168	11.2
24.2	56.2	1.59	168	11.2
24.2	56.3	1.59	168	11.3
24.2	56.3	1.59	168	11.3
24.2	56.3	1.59	168	11.3
24.2	56.4	1.59	168	11.3
24.2	56.4	1.59	169	11.3
23.8	56.4	1.57	169	11.3
24.2	56.4	1.59	169	11.3
24.2	56.5	1.59	169	11.3
23.3	56.5	1.53	169	11.3
24.2	56.5	1.59	169	11.3
24.2	56.6	1.59	169	11.3
24.2	56.6	1.59	169	11.3
24.2	56.6	1.59	169	11.3
24.2	56.7	1.59	169	11.3
23.7	56.7	1.56	169	11.3
24.2	56.7	1.59	170	11.3
24.2	56.8	1.59	170	11.4
24.2	56.8	1.59	170	11.4
24.2	56.8	1.59	170	11.4
24.2	56.8	1.59	170	11.4
23.6	56.9	1.55	170	11.4
24.2	56.9	1.59	170	11.4
24.2	56.9	1.59	170	11.4
24.2	57.0	1.59	170	11.4
24.2	57.0	1.59	170	11.4
24.2	57.0	1.59	170	11.4
24.2	57.1	1.59	171	11.4
24.2	57.1	1.59	171	11.4
24.2	57.1	1.59	171	11.4
24.2	57.2	1.59	171	11.4
24.2	57.2	1.59	171	11.4
23.3	57.2	1.53	171	11.4
24.2	57.2	1.59	171	11.5
24.2	57.3	1.59	171	11.5
24.2	57.3	1.59	171	11.5
24.2	57.3	1.59	171	11.5
24.2	57.4	1.59	172	11.5
24.2	57.4	1.59	172	11.5
24.2	57.4	1.59	172	11.5
24.2	57.5	1.59	172	11.5
24.2	57.5	1.59	172	11.5
24.2	57.5	1.59	172	11.5
24.2	57.6	1.59	172	11.5
24.2	57.6	1.59	172	11.5
24.2	57.6	1.59	172	11.5
24.2	57.6	1.59	172	11.5
24.2	57.7	1.59	172	11.5
24.2	57.7	1.59	173	11.5
24.2	57.7	1.59	173	11.6
24.2	57.8	1.59	173	11.6
24.2	57.8	1.59	173	11.6
24.2	57.8	1.59	173	11.6
24.2	57.9	1.59	173	11.6
24.2	57.9	1.59	173	11.6
24.2	57.9	1.59	173	11.6
24.2	58.0	1.59	173	11.6
24.2	58.0	1.59	173	11.6
24.2	58.0	1.59	173	11.6
24.2	58.0	1.59	174	11.6
24.2	58.1	1.59	174	11.6
24.2	58.1	1.59	174	11.6
24.2	58.1	1.59	174	11.6
24.2	58.2	1.59	174	11.6
25.0	58.2	1.64	174	11.6
24.2	58.2	1.59	174	11.7
25.0	58.3	1.64	174	11.7
24.2	58.3	1.59	174	11.7
25.0	58.3	1.64	174	11.7
24.2	58.4	1.59	174	11.7
24.2	58.4	1.59	175	11.7
25.0	58.4	1.64	175	11.7
24.2	58.4	1.59	175	11.7
24.5	58.5	1.61	175	11.7
24.2	58.5	1.59	175	11.7
24.2	58.5	1.59	175	11.7
25.0	58.6	1.64	175	11.7
25.0	58.6	1.64	175	11.7
24.5	58.6	1.61	175	11.7
24.2	58.7	1.59	175	11.7
25.0	58.7	1.64	175	11.7
24.9	58.7	1.64	176	11.7
25.0	58.8	1.64	176	11.8
25.0	58.8	1.64	176	11.8
25.0	58.8	1.64	176	11.8
24.2	58.8	1.59	176	11.8
25.0	58.9	1.64	176	11.8
25.0	58.9	1.64	176	11.8
25.0	58.9	1.64	176	11.8
24.2	59.0	1.59	176	11.8
24.2	59.0	1.59	176	11.8
25.0	59.0	1.64	176	11.8
25.0	59.1	1.64	177	11.8
25.0	59.1	1.64	177	11.8
25.0	59.1	1.64	177	11.8
25.0	59.2	1.64	177	11.8
25.0	59.2	1.64	177	11.8
25.0	59.2	1.64	177	11.8
25.0	59.2	1.64	177	11.9
25.0	59.3	1.64	177	11.9
25.0	59.3	1.64	177	11.9
25.0	59.3	1.64	177	11.9
25.0	59.4	1.64	177	11.9
25.0	59.4	1.64	178	11.9
25.0	59.4	1.64	178	11.9
25.0	59.5	1.64	178	11.9
25.0	59.5	1.64	178	11.9
25.0	59.5	1.64	178	11.9
25.0	59.6	1.64	178	11.9
25.0	59.6	1.64	178	11.9
25.0	59.6	1.64	178	11.9
25.0	59.6	1.64	178	11.9
25.0	59.7	1.64	178	11.9
25.0	59.7	1.64	178	11.9
25.0	59.7	1.64	179	12.0
25.0	59.8	1.64	179	12.0
25.0	59.8	1.64	179	12.0
25.0	59.8	1.64	179	12.0
25.0	59.9	1.64	179	12.0
25.0	59.9	1.64	179	12.0
25.0	59.9	1.64	179	12.0
25.0	60.0	1.64	179	12.0
25.0	60.0	1.64	179	12.0
25.0	60.0	1.64	179	12.0
25.0	60.0	1.64	180	12.0
25.0	60.1	1.64	180	12.0
25.0	60.1	1.64	180	12.0
25.0	60.1	1.64	180	12.0
25.0	60.2	1.64	180	12.0
25.0	60.2	1.64	180	12.0
25.0	60.2	1.64	180	12.1
25.0	60.3	1.64	180	12.1
25.0	60.3	1.64	180	12.1
25.0	60.3	1.64	180	12.1
25.0	60.4	1.64	180	12.1
25.0	60.4	1.64	181	12.1
25.0	60.4	1.64	181	12.1
25.0	60.4	1.64	181	12.1
25.0	60.5	1.64	181	12.1
25.0	60.5	1.64	181	12.1
25.0	60.5	1.64	181	12.1
25.0	60.6	1.64	181	12.1
25.0	60.6	1.64	181	12.1
25.0	60.6	1.64	181	12.1
25.0	60.7	1.64	181	12.1
25.0	60.7	1.64	181	12.1
25.0	60.7	1.64	182	12.1
25.0	60.8	1.64	182	12.2
25.8	60.8	1.70	182	12.2
25.0	60.8	1.64	182	12.2
25.6	60.8	1.68	182	12.2
25.0	60.9	1.64	182	12.2
25.0	60.9	1.64	182	12.2
25.0	60.9	1.64	182	12.2
25.8	61.0	1.70	182	12.2
25.7	61.0	1.69	182	12.2
25.0	61.0	1.64	182	12.2
25.8	61.1	1.70	183	12.2
25.8	61.1	1.70	183	12.2
25.1	61.1	1.65	183	12.2
25.8	61.2	1.70	183	12.2
25.8	61.2	1.70	183	12.2
25.8	61.2	1.70	183	12.2
25.0	61.2	1.64	183	12.3
25.0	61.3	1.64	183	12.3
25.8	61.3	1.70	183	12.3
25.8	61.3	1.70	183	12.3
25.8	61.4	1.70	183	12.3
25.8	61.4	1.70	184	12.3
25.8	61.4	1.70	184	12.3
25.8	61.5	1.70	184	12.3
25.0	61.5	1.64	184	12.3
25.8	61.5	1.70	184	12.3
25.8	61.6	1.70	184	12.3
25.8	61.6	1.70	184	12.3
25.8	61.6	1.70	184	12.3
25.8	61.6	1.70	184	12.3
25.8	61.7	1.70	184	12.3
25.8	61.7	1.70	184	12.3
25.8	61.7	1.70	185	12.4
25.8	61.8	1.70	185	12.4
25.8	61.8	1.70	185	12.4
25.8	61.8	1.70	185	12.4
25.8	61.9	1.70	185	12.4
25.8	61.9	1.70	185	12.4
25.8	61.9	1.70	185	12.4
25.8	62.0	1.70	185	12.4
25.8	62.0	1.70	185	12.4
25.8	62.0	1.70	185	12.4
25.8	62.0	1.70	185	12.4
25.8	62.1	1.70	186	12.4
25.8	62.1	1.70	186	12.4
25.8	62.1	1.70	186	12.4
25.8	62.2	1.70	186	12.4
25.8	62.2	1.70	186	12.4
25.8	62.2	1.70	186	12.5
25.8	62.3	1.70	186	12.5
25.8	62.3	1.70	186	12.5
25.8	62.3	1.70	186	12.5
25.8	62.4	1.70	186	12.5
25.8	62.4	1.70	187	12.5
25.8	62.4	1.70	187	12.5
25.8	62.4	1.70	187	12.5
25.8	62.5	1.70	187	12.5
25.8	62.5	1.70	187	12.5
25.8	62.5	1.70	187	12.5
25.8	62.6	1.70	187	12.5
25.8	62.6	1.70	187	12.5
25.8	62.6	1.70	187	12.5
25.8	62.7	1.70	187	12.5
25.8	62.7	1.70	187	12.5
25.8	62.7	1.70	188	12.5
25.8	62.8	1.70	188	12.6
25.8	62.8	1.70	188	12.6
26.0	62.8	1.71	188	12.6
26.7	62.9	1.75	188	12.6
25.8	62.9	1.70	188	12.6
25.8	62.9	1.70	188	12.6
25.8	62.9	1.70	188	12.6
25.8	63.0	1.70	188	12.6
25.8	63.0	1.70	188	12.6
25.8	63.0	1.70	188	12.6
25.8	63.1	1.70	189	12.6
25.8	63.1	1.70	189	12.6
25.8	63.1	1.70	189	12.6
25.8	63.2	1.70	189	12.6
25.8	63.2	1.70	189	12.6
26.7	63.2	1.75	189	12.6
25.8	63.2	1.70	189	12.7
25.8	63.3	1.70	189	12.7
26.4	63.3	1.74	189	12.7
26.7	63.3	1.75	189	12.7
26.7	63.4	1.75	189	12.7
25.8	63.4	1.70	190	12.7
25.8	63.4	1.70	190	12.7
25.8	63.5	1.70	190	12.7
26.7	63.5	1.75	190	12.7
25.8	63.5	1.70	190	12.7
26.7	63.6	1.75	190	12.7
26.7	63.6	1.75	190	12.7
25.8	63.6	1.70	190	12.7
26.7	63.7	1.75	190	12.7
26.7	63.7	1.75	190	12.7
26.7	63.7	1.75	190	12.7
26.1	63.7	1.72	191	12.8
26.7	63.8	1.75	191	12.8
26.7	63.8	1.75	191	12.8
25.8	63.8	1.70	191	12.8
26.7	63.9	1.75	191	12.8
26.7	63.9	1.75	191	12.8
26.1	63.9	1.72	191	12.8
26.1	64.0	1.72	191	12.8
26.7	64.0	1.75	191	12.8
26.1	64.0	1.71	191	12.8
26.7	64.1	1.75	191	12.8
26.7	64.1	1.75	192	12.8
26.7	64.1	1.75	192	12.8
26.7	64.1	1.75	192	12.8
26.7	64.2	1.75	192	12.8
26.7	64.2	1.75	192	12.8
26.7	64.2	1.75	192	12.9
26.7	64.3	1.75	192	12.9
26.7	64.3	1.75	192	12.9
26.1	64.3	1.72	192	12.9
26.7	64.4	1.75	192	12.9
26.7	64.4	1.75	192	12.9
26.7	64.4	1.75	193	12.9
26.7	64.5	1.75	193	12.9
26.7	64.5	1.75	193	12.9
26.7	64.5	1.75	193	12.9
26.7	64.5	1.75	193	12.9
26.7	64.6	1.75	193	12.9
26.7	64.6	1.75	193	12.9
26.7	64.6	1.75	193	12.9
26.7	64.7	1.75	193	12.9
26.7	64.7	1.75	193	12.9
26.7	64.7	1.75	194	12.9
26.7	64.8	1.75	194	13.0
26.7	64.8	1.75	194	13.0
26.7	64.8	1.75	194	13.0
26.7	64.9	1.75	194	13.0
26.7	64.9	1.75	194	13.0
26.7	64.9	1.75	194	13.0
26.7	64.9	1.75	194	13.0
26.7	65.0	1.75	194	13.0
26.7	65.0	1.75	194	13.0
26.7	65.0	1.75	194	13.0
26.7	65.1	1.75	195	13.0
26.7	65.1	1.75	195	13.0
26.7	65.1	1.75	195	13.0
26.7	65.2	1.75	195	13.0
26.7	65.2	1.75	195	13.0
26.7	65.2	1.75	195	13.0
26.7	65.3	1.75	195	13.1
26.7	65.3	1.75	195	13.1
27.2	65.3	1.79	195	13.1
26.7	65.3	1.75	195	13.1
26.7	65.4	1.75	195	13.1
26.7	65.4	1.75	196	13.1
26.7	65.4	1.75	196	13.1
27.4	65.5	1.80	196	13.1
27.2	65.5	1.79	196	13.1
26.7	65.5	1.75	196	13.1
26.7	65.6	1.75	196	13.1
27.5	65.6	1.81	196	13.1
27.5	65.6	1.81	196	13.1
27.5	65.7	1.81	196	13.1
26.7	65.7	1.75	196	13.1
26.7	65.7	1.75	196	13.1
27.2	65.7	1.79	197	13.2
26.7	65.8	1.75	197	13.2
26.7	65.8	1.75	197	13.2
26.7	65.8	1.75	197	13.2
26.7	65.9	1.75	197	13.2
26.7	65.9	1.75	197	13.2
26.7	65.9	1.75	197	13.2
27.4	66.0	1.80	197	13.2
27.5	66.0	1.81	197	13.2
27.5	66.0	1.81	197	13.2
27.3	66.1	1.80	197	13.2
26.7	66.1	1.75	198	13.2
26.7	66.1	1.75	198	13.2
26.7	66.1	1.75	198	13.2
26.7	66.2	1.75	198	13.2
27.5	66.2	1.81	198	13.2
27.5	66.2	1.81	198	13.3
27.5	66.3	1.81	198	13.3
27.5	66.3	1.81	198	13.3
27.5	66.3	1.81	198	13.3
26.7	66.4	1.75	198	13.3
27.5	66.4	1.81	198	13.3
27.1	66.4	1.78	199	13.3
27.5	66.5	1.81	199	13.3
27.5	66.5	1.81	199	13.3
27.5	66.5	1.81	199	13.3
27.5	66.5	1.81	199	13.3
27.5	66.6	1.81	199	13.3
27.5	66.6	1.81	199	13.3
27.5	66.6	1.81	199	13.3
27.5	66.7	1.81	199	13.3
27.5	66.7	1.81	199	13.3
27.5	66.7	1.81	199	13.4
27.5	66.8	1.81	200	13.4
27.5	66.8	1.81	200	13.4
27.5	66.8	1.81	200	13.4
27.5	66.9	1.81	200	13.4
27.5	66.9	1.81	200	13.4
27.5	66.9	1.81	200	13.4
27.5	66.9	1.81	200	13.4
27.5	67.0	1.81	200	13.4
27.5	67.0	1.81	200	13.4
27.5	67.0	1.81	200	13.4
27.5	67.1	1.81	201	13.4
27.5	67.1	1.81	201	13.4
27.5	67.1	1.81	201	13.4
27.5	67.2	1.81	201	13.4
27.5	67.2	1.81	201	13.4
27.5	67.2	1.81	201	13.4
27.5	67.3	1.81	201	13.5
27.5	67.3	1.81	201	13.5
27.5	67.3	1.81	201	13.5
27.5	67.3	1.81	201	13.5
27.5	67.4	1.81	201	13.5
27.5	67.4	1.81	202	13.5
28.3	67.4	1.86	202	13.5
28.3	67.5	1.86	202	13.5
27.5	67.5	1.81	202	13.5
27.5	67.5	1.81	202	13.5
27.5	67.6	1.81	202	13.5
27.5	67.6	1.81	202	13.5
27.5	67.6	1.81	202	13.5
27.5	67.7	1.81	202	13.5
27.5	67.7	1.81	202	13.5
27.5	67.7	1.81	202	13.5
27.5	67.7	1.81	203	13.6
27.5	67.8	1.81	203	13.6
27.5	67.8	1.81	203	13.6
